id,年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
12625,2025,2,17,月,ブロッコリー,33300,愛　知,23,34297,531,,
12626,2025,2,17,月,ブロッコリー,33300,熊　本,43,27248,706,,
12627,2025,2,17,月,ブロッコリー,33300,長　崎,42,16620,611,,
12628,2025,2,17,月,ブロッコリー,33300,鳥　取,31,12540,728,,
12629,2025,2,17,月,レタス,33400,,,587676,295,111.1,100.7
12630,2025,2,17,月,レタス,33400,長　崎,42,129048,159,,
12631,2025,2,17,月,レタス,33400,茨　城,8,116114,342,,
12632,2025,2,17,月,レタス,33400,静　岡,22,82817,311,,
12633,2025,2,17,月,レタス,33400,福　岡,40,61011,395,,
12634,2025,2,17,月,レタス,33400,兵　庫,28,51044,358,,
12635,2025,2,17,月,パセリ,33600,,,3688,1157,90.4,98.1
12636,2025,2,17,月,パセリ,33600,静　岡,22,1048,1078,,
12637,2025,2,17,月,パセリ,33600,千　葉,12,886,1020,,
12638,2025,2,17,月,パセリ,33600,香　川,37,681,1144,,
12639,2025,2,17,月,パセリ,33600,福　岡,40,299,1201,,
12640,2025,2,17,月,パセリ,33600,茨　城,8,279,1229,,
12641,2025,2,17,月,きゅうり,34100,,,543079,453,149.7,96.8
12642,2025,2,17,月,きゅうり,34100,宮　崎,45,165876,471,,
12643,2025,2,17,月,きゅうり,34100,高　知,39,84765,451,,
12644,2025,2,17,月,きゅうり,34100,千　葉,12,59977,437,,
12645,2025,2,17,月,きゅうり,34100,群　馬,10,53656,503,,
12646,2025,2,17,月,きゅうり,34100,愛　知,23,38383,422,,
12647,2025,2,17,月,かぼちゃ,34200,,,207782,267,110.4,89.3
12648,2025,2,17,月,かぼちゃ,34200,宮　崎,45,11606,559,,
12649,2025,2,17,月,かぼちゃ,34200,沖　縄,47,5065,436,,
12650,2025,2,17,月,かぼちゃ,34200,熊　本,43,1161,576,,
12651,2025,2,17,月,かぼちゃ,34200,鹿児島,46,990,340,,
12652,2025,2,17,月,かぼちゃ,34200,高　知,39,580,613,,
12653,2025,2,17,月,　　うち輸入,34201,,,187447,240,123.8,100
12654,2025,2,17,月,なす,34300,,,276240,451,124.4,95.6
12655,2025,2,17,月,なす,34300,高　知,39,131998,420,,
12656,2025,2,17,月,なす,34300,熊　本,43,68907,483,,
12657,2025,2,17,月,なす,34300,福　岡,40,46628,472,,
12658,2025,2,17,月,トマト,34400,,,490132,411,126,99
12659,2025,2,17,月,トマト,34400,熊　本,43,261522,382,,
12660,2025,2,17,月,トマト,34400,栃　木,9,75667,366,,
12661,2025,2,17,月,トマト,34400,愛　知,23,52923,442,,
12662,2025,2,17,月,トマト,34400,福　岡,40,26714,395,,
12663,2025,2,17,月,ミニトマト,34450,,,211893,788,150.7,99.5
12664,2025,2,17,月,ミニトマト,34450,熊　本,43,136600,740,,
12665,2025,2,17,月,ミニトマト,34450,愛　知,23,25025,943,,
12666,2025,2,17,月,ミニトマト,34450,宮　崎,45,18892,744,,
12667,2025,2,17,月,ピーマン,34500,,,221860,839,139.3,101.3
12668,2025,2,17,月,ピーマン,34500,宮　崎,45,72926,881,,
12669,2025,2,17,月,ピーマン,34500,鹿児島,46,60894,806,,
12670,2025,2,17,月,ピーマン,34500,高　知,39,41295,839,,
12671,2025,2,17,月,ピーマン,34500,茨　城,8,23706,926,,
12672,2025,2,17,月,ししとうがらし,34600,,,7153,1891,120.3,97.3
12673,2025,2,17,月,ししとうがらし,34600,高　知,39,5991,1841,,
12674,2025,2,17,月,スイートコーン,34700,,,380,803,90.5,134.1
12675,2025,2,17,月,スイートコーン,34700,沖　縄,47,380,803,,
12676,2025,2,17,月,さやいんげん,35100,,,14134,1475,127.1,97.2
12677,2025,2,17,月,さやいんげん,35100,沖　縄,47,10713,1425,,
12678,2025,2,17,月,さやいんげん,35100,鹿児島,46,1892,1680,,
12679,2025,2,17,月,さやえんどう,35200,,,30462,1333,132.7,99.2
12680,2025,2,17,月,さやえんどう,35200,鹿児島,46,14930,1257,,
12681,2025,2,17,月,さやえんどう,35200,愛　知,23,5883,1455,,
12682,2025,2,17,月,さやえんどう,35200,熊　本,43,3638,1413,,
12683,2025,2,17,月,　　うち輸入,35201,,,320,1048,84.2,98.1
12684,2025,2,17,月,実えんどう,35300,,,6349,1136,112.3,100.8
12685,2025,2,17,月,実えんどう,35300,和歌山,30,3854,1112,,
12686,2025,2,17,月,実えんどう,35300,鹿児島,46,2495,1171,,
12687,2025,2,17,月,そらまめ,35400,,,4991,1142,104.9,104.7
12688,2025,2,17,月,そらまめ,35400,鹿児島,46,4991,1142,,
12689,2025,2,17,月,えだまめ,35500,,,86,2692,110.3,108.3
12690,2025,2,17,月,えだまめ,35500,静　岡,22,86,2692,,
12691,2025,2,17,月,かんしょ,36100,,,463364,270,107.2,97.5
12692,2025,2,17,月,かんしょ,36100,茨　城,8,242856,258,,
12693,2025,2,17,月,かんしょ,36100,千　葉,12,101915,253,,
12694,2025,2,17,月,かんしょ,36100,徳　島,36,45930,315,,
12695,2025,2,17,月,ばれいしょ,36200,,,1005169,224,171.7,100.9
12696,2025,2,17,月,ばれいしょ,36200,北海道,1,659351,190,,
12697,2025,2,17,月,ばれいしょ,36200,鹿児島,46,325398,290,,
12698,2025,2,17,月,さといも,36300,,,46032,426,100.3,106.5
12699,2025,2,17,月,さといも,36300,埼　玉,11,17211,387,,
12700,2025,2,17,月,さといも,36300,新　潟,15,11244,435,,
12701,2025,2,17,月,さといも,36300,愛　媛,38,10103,513,,
12702,2025,2,17,月,やまのいも,36500,,,131918,422,126.2,97.7
12703,2025,2,17,月,やまのいも,36500,北海道,1,78970,397,,
12704,2025,2,17,月,やまのいも,36500,青　森,2,38040,454,,
12705,2025,2,17,月,たまねぎ,36610,,,1699134,154,118.5,100.7
12706,2025,2,17,月,たまねぎ,36610,北海道,1,1467708,135,,
12707,2025,2,17,月,　　うち輸入,36620,,,35538,125,92.4,106.8
12708,2025,2,17,月,にんにく,36700,,,17302,1225,80.2,86.2
12709,2025,2,17,月,にんにく,36700,青　森,2,9233,1859,,
12710,2025,2,17,月,にんにく,36700,北海道,1,101,954,,
12711,2025,2,17,月,にんにく,36700,岩　手,3,22,1392,,
12712,2025,2,17,月,　　うち輸入,36701,,,7947,491,101.9,90.3
12713,2025,2,17,月,しょうが,37200,,,15885,1036,100.3,98.4
12714,2025,2,17,月,しょうが,37200,高　知,39,7919,1245,,
12715,2025,2,17,月,しょうが,37200,長　崎,42,1647,871,,
12716,2025,2,17,月,しょうが,37200,熊　本,43,943,1390,,
12717,2025,2,17,月,しょうが,37200,千　葉,12,395,1069,,
12718,2025,2,17,月,しょうが,37200,宮　崎,45,327,1609,,
12719,2025,2,17,月,　　うち輸入,37201,,,4202,572,100.9,104.2
12720,2025,2,17,月,生しいたけ,38100,,,69799,1056,98.8,96.2
12721,2025,2,17,月,生しいたけ,38100,徳　島,36,14486,1024,,
12722,2025,2,17,月,生しいたけ,38100,秋　田,5,10086,1260,,
12723,2025,2,17,月,生しいたけ,38100,千　葉,12,7086,689,,
12724,2025,2,17,月,生しいたけ,38100,長　崎,42,5580,1069,,
12725,2025,2,17,月,生しいたけ,38100,岩　手,3,4169,1108,,
12726,2025,2,17,月,　　うち輸入,38101,,,1399,819,78.3,102.5
12727,2025,2,17,月,なめこ,38300,,,21183,539,76.7,102.1
12728,2025,2,17,月,なめこ,38300,長　野,20,5634,537,,
12729,2025,2,17,月,なめこ,38300,山　形,6,3800,575,,
12730,2025,2,17,月,なめこ,38300,三　重,24,2801,591,,
12731,2025,2,17,月,なめこ,38300,大　分,44,2188,502,,
12732,2025,2,17,月,なめこ,38300,宮　城,4,1565,488,,
12733,2025,2,17,月,えのきだけ,38400,,,174867,355,88.9,99.7
12734,2025,2,17,月,えのきだけ,38400,長　野,20,121189,352,,
12735,2025,2,17,月,えのきだけ,38400,新　潟,15,19353,355,,
12736,2025,2,17,月,しめじ,38500,,,100775,529,96.8,99.1
12737,2025,2,17,月,しめじ,38500,長　野,20,68084,488,,
12738,2025,2,17,月,しめじ,38500,福　岡,40,16067,502,,
12739,2025,2,17,月,その他の野菜,39000,,,249197,1037,97.3,107.7
12740,2025,2,17,月,輸入野菜計,39100,,,361162,291,114.4,100.3
12741,2025,2,17,月,他の輸入野菜,39200,,,111312,320,111,102.6
12742,2025,2,24,月,野菜総計,30000,,,128586,335,1.1,104.7
12743,2025,2,24,月,野菜総計,30000,沖　縄,47,77016,376,,
12744,2025,2,24,月,野菜総計,30000,鹿児島,46,25687,281,,
12745,2025,2,24,月,野菜総計,30000,北海道,1,13360,182,,
12746,2025,2,24,月,野菜総計,30000,長　崎,42,3806,275,,
12747,2025,2,24,月,野菜総計,30000,福　岡,40,1720,692,,
12748,2025,2,24,月,野菜総計,30000,宮　崎,45,834,313,,
12749,2025,2,24,月,野菜総計,30000,茨　城,8,350,396,,
12750,2025,2,24,月,だいこん,30100,,,8013,147,0.9,108.9
12751,2025,2,24,月,だいこん,30100,鹿児島,46,7315,153,,
12752,2025,2,24,月,かぶ,30200,,,59,250,0.1,135.1
12753,2025,2,24,月,かぶ,30200,沖　縄,47,45,173,,
12754,2025,2,24,月,かぶ,30200,千　葉,12,14,499,,
12755,2025,2,24,月,にんじん,30300,,,7307,157,1.2,72.4
12756,2025,2,24,月,にんじん,30300,沖　縄,47,4877,154,,
12757,2025,2,24,月,にんじん,30300,長　崎,42,1430,165,,
12758,2025,2,24,月,ごぼう,30400,,,330,299,0.7,55.2
12759,2025,2,24,月,ごぼう,30400,鹿児島,46,40,324,,
12760,2025,2,24,月,ごぼう,30400,茨　城,8,30,497,,
12761,2025,2,24,月,ごぼう,30400,青　森,2,10,432,,
12762,2025,2,24,月,はくさい,31100,,,4905,185,0.4,94.9
12763,2025,2,24,月,はくさい,31100,鹿児島,46,4635,181,,
12764,2025,2,24,月,みずな,31300,,,50,810,0.1,172
12765,2025,2,24,月,みずな,31300,茨　城,8,50,810,,
12766,2025,2,24,月,こまつな,31500,,,1384,340,1.3,67.5
12767,2025,2,24,月,こまつな,31500,沖　縄,47,1312,324,,
12768,2025,2,24,月,その他の菜類,31550,,,701,402,18.5,74
12769,2025,2,24,月,ちんげんさい,31560,,,683,322,1.8,75.2
12770,2025,2,24,月,ちんげんさい,31560,沖　縄,47,663,313,,
12771,2025,2,24,月,キャベツ,31700,,,14018,207,1.1,93.2
12772,2025,2,24,月,キャベツ,31700,沖　縄,47,12693,206,,
12773,2025,2,24,月,ほうれんそう,31800,,,1206,321,0.8,51.3
12774,2025,2,24,月,ほうれんそう,31800,沖　縄,47,1206,321,,
12775,2025,2,24,月,ねぎ,31900,,,2358,607,0.7,82.8
12776,2025,2,24,月,ねぎ,31900,鹿児島,46,2151,608,,
12777,2025,2,24,月,みつば,32500,,,19,1006,0.1,175.3
12778,2025,2,24,月,みつば,32500,埼　玉,11,12,918,,
12779,2025,2,24,月,みつば,32500,千　葉,12,4,1080,,
12780,2025,2,24,月,しゅんぎく,32600,,,50,597,0.2,75
12781,2025,2,24,月,しゅんぎく,32600,沖　縄,47,50,597,,
12782,2025,2,24,月,にら,32800,,,366,1267,0.6,119
12783,2025,2,24,月,にら,32800,鹿児島,46,185,1370,,
12784,2025,2,24,月,にら,32800,沖　縄,47,136,1090,,
12785,2025,2,24,月,セルリー,32900,,,853,107,1.5,37.5
12786,2025,2,24,月,セルリー,32900,沖　縄,47,853,107,,
12787,2025,2,24,月,アスパラガス,33100,,,32,1738,0.2,125.2
12788,2025,2,24,月,アスパラガス,33100,佐　賀,41,15,1728,,
12789,2025,2,24,月,アスパラガス,33100,福　岡,40,10,1728,,
12790,2025,2,24,月,　　うち輸入,33101,,,7,1774,0.1,186.1
12791,2025,2,24,月,カリフラワー,33200,,,795,205,2.8,66.3
12792,2025,2,24,月,カリフラワー,33200,沖　縄,47,795,205,,
12793,2025,2,24,月,ブロッコリー,33300,,,579,366,0.3,58.7
12794,2025,2,24,月,ブロッコリー,33300,宮　崎,45,280,397,,
12795,2025,2,24,月,ブロッコリー,33300,沖　縄,47,269,318,,
12796,2025,2,24,月,レタス,33400,,,16369,203,2.8,67.4
12797,2025,2,24,月,レタス,33400,沖　縄,47,14424,192,,
12798,2025,2,24,月,パセリ,33600,,,10,1523,0.3,129.9
12799,2025,2,24,月,パセリ,33600,福　岡,40,10,1350,,
12800,2025,2,24,月,きゅうり,34100,,,6383,311,1.8,71.3
12801,2025,2,24,月,きゅうり,34100,沖　縄,47,6133,311,,
12802,2025,2,24,月,かぼちゃ,34200,,,561,453,0.3,153.6
12803,2025,2,24,月,かぼちゃ,34200,沖　縄,47,381,545,,
12804,2025,2,24,月,　　うち輸入,34201,,,180,257,0.1,106.2
12805,2025,2,24,月,なす,34300,,,1234,252,0.6,55
12806,2025,2,24,月,なす,34300,沖　縄,47,1234,252,,
12807,2025,2,24,月,トマト,34400,,,2726,312,0.8,72.1
12808,2025,2,24,月,トマト,34400,沖　縄,47,2726,312,,
12809,2025,2,24,月,ミニトマト,34450,,,666,721,0.5,89
12810,2025,2,24,月,ミニトマト,34450,沖　縄,47,472,677,,
12811,2025,2,24,月,ミニトマト,34450,鹿児島,46,189,792,,
12812,2025,2,24,月,ピーマン,34500,,,12652,519,7.2,63.1
12813,2025,2,24,月,ピーマン,34500,沖　縄,47,12538,514,,
12814,2025,2,24,月,ししとうがらし,34600,,,5,1814,0.1,91.1
12815,2025,2,24,月,ししとうがらし,34600,高　知,39,3,2484,,
12816,2025,2,24,月,ししとうがらし,34600,沖　縄,47,2,810,,
12817,2025,2,24,月,スイートコーン,34700,,,1165,473,173.6,63.6
12818,2025,2,24,月,スイートコーン,34700,沖　縄,47,1165,473,,
12819,2025,2,24,月,さやいんげん,35100,,,4644,1176,46.5,77.5
12820,2025,2,24,月,さやいんげん,35100,沖　縄,47,4644,1176,,
12821,2025,2,24,月,さやえんどう,35200,,,15,1110,0.1,83.3
12822,2025,2,24,月,さやえんどう,35200,沖　縄,47,15,1110,,
12823,2025,2,24,月,かんしょ,36100,,,990,247,0.3,93.2
12824,2025,2,24,月,かんしょ,36100,鹿児島,46,330,26,,
12825,2025,2,24,月,かんしょ,36100,千　葉,12,300,387,,
12826,2025,2,24,月,かんしょ,36100,茨　城,8,270,308,,
12827,2025,2,24,月,ばれいしょ,36200,,,10020,330,1.3,148
12828,2025,2,24,月,ばれいしょ,36200,鹿児島,46,8500,337,,
12829,2025,2,24,月,さといも,36300,,,15,790,0,182.9
12830,2025,2,24,月,さといも,36300,鹿児島,46,15,790,,
12831,2025,2,24,月,やまのいも,36500,,,110,342,0.1,77.2
12832,2025,2,24,月,やまのいも,36500,青　森,2,80,466,,
12833,2025,2,24,月,やまのいも,36500,北海道,1,30,11,,
12834,2025,2,24,月,たまねぎ,36610,,,17380,171,0.8,119.6
12835,2025,2,24,月,たまねぎ,36610,北海道,1,13140,179,,
12836,2025,2,24,月,たまねぎ,36610,鹿児島,46,590,298,,
12837,2025,2,24,月,たまねぎ,36610,沖　縄,47,40,319,,
12838,2025,2,24,月,　　うち輸入,36620,,,3610,121,7.1,112
12839,2025,2,24,月,にんにく,36700,,,370,592,2,48.6
12840,2025,2,24,月,にんにく,36700,青　森,2,50,1884,,
12841,2025,2,24,月,　　うち輸入,36701,,,320,390,3.6,74.7
12842,2025,2,24,月,しょうが,37200,,,172,879,1.2,83.2
12843,2025,2,24,月,しょうが,37200,長　崎,42,172,879,,
12844,2025,2,24,月,生しいたけ,38100,,,83,1368,0.1,125.5
12845,2025,2,24,月,生しいたけ,38100,長　崎,42,42,1373,,
12846,2025,2,24,月,生しいたけ,38100,宮　崎,45,40,1358,,
12847,2025,2,24,月,なめこ,38300,,,35,702,0.2,133
12848,2025,2,24,月,なめこ,38300,長　崎,42,35,702,,
12849,2025,2,24,月,えのきだけ,38400,,,486,392,0.3,108
12850,2025,2,24,月,えのきだけ,38400,長　崎,42,246,405,,
12851,2025,2,24,月,えのきだけ,38400,福　岡,40,240,378,,
12852,2025,2,24,月,しめじ,38500,,,789,669,0.9,124.6
12853,2025,2,24,月,しめじ,38500,福　岡,40,789,669,,
12854,2025,2,24,月,その他の野菜,39000,,,8002,663,3.3,66.2
12855,2025,2,24,月,輸入野菜計,39100,,,5087,187,1.5,64.3
12856,2025,2,24,月,他の輸入野菜,39200,,,971,341,1,98.8
12857,2025,3,3,月,野菜総計,30000,,,11897624,348,99.2,104.8
12858,2025,3,3,月,野菜総計,30000,北海道,1,1788944,174,,
12859,2025,3,3,月,野菜総計,30000,茨　城,8,1163010,348,,
12860,2025,3,3,月,野菜総計,30000,愛　知,23,993484,351,,
12861,2025,3,3,月,野菜総計,30000,千　葉,12,898557,306,,
12862,2025,3,3,月,野菜総計,30000,鹿児島,46,825001,314,,
12863,2025,3,3,月,野菜総計,30000,熊　本,43,791777,450,,
12864,2025,3,3,月,野菜総計,30000,長　崎,42,571628,264,,
12865,2025,3,3,月,だいこん,30100,,,823933,160,83.8,105.3
12866,2025,3,3,月,だいこん,30100,神奈川,14,277686,161,,
12867,2025,3,3,月,だいこん,30100,千　葉,12,187696,169,,
12868,2025,3,3,月,だいこん,30100,鹿児島,46,135360,153,,
12869,2025,3,3,月,だいこん,30100,福　岡,40,58735,127,,
12870,2025,3,3,月,かぶ,30200,,,72941,173,84.3,96.6
12871,2025,3,3,月,かぶ,30200,千　葉,12,44870,173,,
12872,2025,3,3,月,かぶ,30200,埼　玉,11,7117,153,,
12873,2025,3,3,月,かぶ,30200,神奈川,14,4662,122,,
12874,2025,3,3,月,かぶ,30200,徳　島,36,3982,257,,
12875,2025,3,3,月,にんじん,30300,,,588951,251,89.2,98.8
12876,2025,3,3,月,にんじん,30300,鹿児島,46,153150,253,,
12877,2025,3,3,月,にんじん,30300,千　葉,12,132875,266,,
12878,2025,3,3,月,にんじん,30300,長　崎,42,112984,266,,
12879,2025,3,3,月,にんじん,30300,愛　知,23,69216,253,,
12880,2025,3,3,月,にんじん,30300,熊　本,43,29268,259,,
12881,2025,3,3,月,ごぼう,30400,,,84686,454,63.3,99.8
12882,2025,3,3,月,ごぼう,30400,青　森,2,38866,485,,
12883,2025,3,3,月,ごぼう,30400,北海道,1,18722,191,,
12884,2025,3,3,月,ごぼう,30400,茨　城,8,8773,331,,
12885,2025,3,3,月,ごぼう,30400,熊　本,43,7270,822,,
12886,2025,3,3,月,たけのこ,30500,,,4656,2352,99.6,99.9
12887,2025,3,3,月,たけのこ,30500,鹿児島,46,290,6524,,
12888,2025,3,3,月,たけのこ,30500,熊　本,43,287,5999,,
12889,2025,3,3,月,たけのこ,30500,福　岡,40,47,5317,,
12890,2025,3,3,月,たけのこ,30500,京　都,26,32,8792,,
12891,2025,3,3,月,たけのこ,30500,埼　玉,11,10,5508,,
12892,2025,3,3,月,れんこん,30600,,,77672,517,86.6,102.4
12893,2025,3,3,月,れんこん,30600,茨　城,8,46176,544,,
12894,2025,3,3,月,れんこん,30600,佐　賀,41,13186,412,,
12895,2025,3,3,月,れんこん,30600,徳　島,36,7821,598,,
12896,2025,3,3,月,はくさい,31100,,,1104030,168,93.3,107.7
12897,2025,3,3,月,はくさい,31100,茨　城,8,336964,188,,
12898,2025,3,3,月,はくさい,31100,長　崎,42,181205,213,,
12899,2025,3,3,月,はくさい,31100,兵　庫,28,177532,171,,
12900,2025,3,3,月,はくさい,31100,群　馬,10,118487,182,,
12901,2025,3,3,月,はくさい,31100,鹿児島,46,95614,73,,
12902,2025,3,3,月,みずな,31300,,,55394,414,97.9,98.8
12903,2025,3,3,月,みずな,31300,茨　城,8,38677,404,,
12904,2025,3,3,月,みずな,31300,福　岡,40,10628,390,,
12905,2025,3,3,月,こまつな,31500,,,128790,463,104,98.5
12906,2025,3,3,月,こまつな,31500,茨　城,8,68028,482,,
12907,2025,3,3,月,こまつな,31500,福　岡,40,29353,434,,
12908,2025,3,3,月,こまつな,31500,埼　玉,11,7501,450,,
12909,2025,3,3,月,その他の菜類,31550,,,7413,449,116,98.2
12910,2025,3,3,月,ちんげんさい,31560,,,41428,404,92.9,100.2
12911,2025,3,3,月,ちんげんさい,31560,茨　城,8,16880,411,,
12912,2025,3,3,月,ちんげんさい,31560,静　岡,22,10392,416,,
12913,2025,3,3,月,ちんげんさい,31560,福　岡,40,3680,437,,
12914,2025,3,3,月,ちんげんさい,31560,愛　知,23,3669,358,,
12915,2025,3,3,月,キャベツ,31700,,,1211630,231,81.8,107.9
12916,2025,3,3,月,キャベツ,31700,愛　知,23,587742,242,,
12917,2025,3,3,月,キャベツ,31700,千　葉,12,218546,232,,
12918,2025,3,3,月,キャベツ,31700,神奈川,14,67788,252,,
12919,2025,3,3,月,キャベツ,31700,福　岡,40,40470,246,,
12920,2025,3,3,月,キャベツ,31700,兵　庫,28,34432,204,,
12921,2025,3,3,月,ほうれんそう,31800,,,170271,612,122,101
12922,2025,3,3,月,ほうれんそう,31800,茨　城,8,69712,645,,
12923,2025,3,3,月,ほうれんそう,31800,群　馬,10,32872,598,,
12924,2025,3,3,月,ほうれんそう,31800,福　岡,40,18530,629,,
12925,2025,3,3,月,ほうれんそう,31800,埼　玉,11,8116,566,,
12926,2025,3,3,月,ほうれんそう,31800,徳　島,36,6408,631,,
12927,2025,3,3,月,ねぎ,31900,,,302235,661,85.7,105.8
12928,2025,3,3,月,ねぎ,31900,千　葉,12,63137,616,,
12929,2025,3,3,月,ねぎ,31900,埼　玉,11,41742,730,,
12930,2025,3,3,月,ねぎ,31900,大　分,44,38198,634,,
12931,2025,3,3,月,ねぎ,31900,群　馬,10,32603,642,,
12932,2025,3,3,月,ねぎ,31900,茨　城,8,29143,548,,
12933,2025,3,3,月,ふき,32300,,,4807,742,105.3,100
12934,2025,3,3,月,ふき,32300,愛　知,23,4255,731,,
12935,2025,3,3,月,うど,32400,,,6011,718,120.7,103.3
12936,2025,3,3,月,うど,32400,栃　木,9,3161,717,,
12937,2025,3,3,月,うど,32400,秋　田,5,1424,731,,
12938,2025,3,3,月,うど,32400,群　馬,10,722,804,,
12939,2025,3,3,月,みつば,32500,,,19388,618,71.4,98.6
12940,2025,3,3,月,みつば,32500,千　葉,12,3882,464,,
12941,2025,3,3,月,みつば,32500,大　分,44,2765,557,,
12942,2025,3,3,月,みつば,32500,愛　知,23,2729,678,,
12943,2025,3,3,月,みつば,32500,茨　城,8,2542,681,,
12944,2025,3,3,月,みつば,32500,静　岡,22,2114,638,,
12945,2025,3,3,月,しゅんぎく,32600,,,19792,708,86.6,100.4
12946,2025,3,3,月,しゅんぎく,32600,福　岡,40,4131,641,,
12947,2025,3,3,月,しゅんぎく,32600,千　葉,12,2984,729,,
12948,2025,3,3,月,しゅんぎく,32600,茨　城,8,1879,676,,
12949,2025,3,3,月,しゅんぎく,32600,栃　木,9,1758,766,,
12950,2025,3,3,月,しゅんぎく,32600,福　島,7,1533,721,,
12951,2025,3,3,月,にら,32800,,,65336,913,89.3,98.5
12952,2025,3,3,月,にら,32800,高　知,39,27551,920,,
12953,2025,3,3,月,にら,32800,栃　木,9,13792,931,,
12954,2025,3,3,月,にら,32800,茨　城,8,6543,883,,
12955,2025,3,3,月,にら,32800,大　分,44,5135,876,,
12956,2025,3,3,月,セルリー,32900,,,61800,311,96,101.6
12957,2025,3,3,月,セルリー,32900,静　岡,22,14414,320,,
12958,2025,3,3,月,セルリー,32900,愛　知,23,13725,286,,
12959,2025,3,3,月,セルリー,32900,香　川,37,12416,303,,
12960,2025,3,3,月,セルリー,32900,福　岡,40,10948,338,,
12961,2025,3,3,月,アスパラガス,33100,,,30624,1623,107.3,109.6
12962,2025,3,3,月,アスパラガス,33100,佐　賀,41,7264,2382,,
12963,2025,3,3,月,アスパラガス,33100,福　岡,40,4808,1856,,
12964,2025,3,3,月,アスパラガス,33100,栃　木,9,1593,2272,,
12965,2025,3,3,月,アスパラガス,33100,熊　本,43,1345,2231,,
12966,2025,3,3,月,アスパラガス,33100,長　崎,42,948,2270,,
12967,2025,3,3,月,　　うち輸入,33101,,,12944,873,75.7,95.8
12968,2025,3,3,月,カリフラワー,33200,,,61390,219,124.9,81.7
12969,2025,3,3,月,カリフラワー,33200,熊　本,43,20915,215,,
12970,2025,3,3,月,カリフラワー,33200,徳　島,36,11273,224,,
12971,2025,3,3,月,カリフラワー,33200,愛　知,23,10618,229,,
12972,2025,3,3,月,カリフラワー,33200,福　岡,40,7028,201,,
12973,2025,3,3,月,ブロッコリー,33300,,,301540,476,119.5,89.5
12974,2025,3,3,月,ブロッコリー,33300,香　川,37,67501,584,,
12975,2025,3,3,月,ブロッコリー,33300,愛　知,23,59276,372,,
12976,2025,3,3,月,ブロッコリー,33300,熊　本,43,46080,563,,
12977,2025,3,3,月,ブロッコリー,33300,徳　島,36,34302,441,,
12978,2025,3,3,月,ブロッコリー,33300,福　岡,40,23120,370,,
12979,2025,3,3,月,レタス,33400,,,647742,278,103.4,98.9
12980,2025,3,3,月,レタス,33400,茨　城,8,188307,304,,
12981,2025,3,3,月,レタス,33400,長　崎,42,91133,167,,
12982,2025,3,3,月,レタス,33400,静　岡,22,69255,272,,
12983,2025,3,3,月,レタス,33400,福　岡,40,61693,383,,
12984,2025,3,3,月,レタス,33400,香　川,37,56915,280,,
12985,2025,3,3,月,パセリ,33600,,,3523,1046,91.6,96.2
12986,2025,3,3,月,パセリ,33600,静　岡,22,1473,820,,
12987,2025,3,3,月,パセリ,33600,千　葉,12,727,1084,,
12988,2025,3,3,月,パセリ,33600,香　川,37,364,1089,,
12989,2025,3,3,月,パセリ,33600,愛　知,23,271,1794,,
12990,2025,3,3,月,きゅうり,34100,,,647008,366,142.3,96.8
12991,2025,3,3,月,きゅうり,34100,宮　崎,45,170452,389,,
12992,2025,3,3,月,きゅうり,34100,高　知,39,91950,350,,
12993,2025,3,3,月,きゅうり,34100,群　馬,10,83367,421,,
12994,2025,3,3,月,きゅうり,34100,千　葉,12,64783,346,,
12995,2025,3,3,月,きゅうり,34100,佐　賀,41,43245,333,,
12996,2025,3,3,月,かぼちゃ,34200,,,180110,297,113.9,101
12997,2025,3,3,月,かぼちゃ,34200,宮　崎,45,13757,546,,
12998,2025,3,3,月,かぼちゃ,34200,沖　縄,47,9490,546,,
12999,2025,3,3,月,かぼちゃ,34200,鹿児島,46,1511,208,,
13000,2025,3,3,月,かぼちゃ,34200,熊　本,43,1311,546,,
13001,2025,3,3,月,かぼちゃ,34200,高　知,39,1150,584,,
13002,2025,3,3,月,　　うち輸入,34201,,,151409,253,111.9,99.6
13003,2025,3,3,月,なす,34300,,,341812,441,134.8,97.4
13004,2025,3,3,月,なす,34300,高　知,39,144843,438,,
13005,2025,3,3,月,なす,34300,福　岡,40,84583,444,,
13006,2025,3,3,月,なす,34300,熊　本,43,76668,441,,
13007,2025,3,3,月,トマト,34400,,,616094,416,139.6,98.6
13008,2025,3,3,月,トマト,34400,熊　本,43,334010,383,,
13009,2025,3,3,月,トマト,34400,栃　木,9,79985,377,,
13010,2025,3,3,月,トマト,34400,愛　知,23,66967,476,,
13011,2025,3,3,月,トマト,34400,福　岡,40,37494,370,,
13012,2025,3,3,月,ミニトマト,34450,,,253871,743,149.8,95.6
13013,2025,3,3,月,ミニトマト,34450,熊　本,43,162655,688,,
13014,2025,3,3,月,ミニトマト,34450,愛　知,23,27941,922,,
13015,2025,3,3,月,ミニトマト,34450,宮　崎,45,22463,726,,
13016,2025,3,3,月,ピーマン,34500,,,277347,778,129.7,101.8
13017,2025,3,3,月,ピーマン,34500,宮　崎,45,101023,800,,
13018,2025,3,3,月,ピーマン,34500,鹿児島,46,60871,734,,
13019,2025,3,3,月,ピーマン,34500,高　知,39,55299,771,,
13020,2025,3,3,月,ピーマン,34500,茨　城,8,38599,826,,
